time_s,distance_m,lat,lon,speed_mps,power_elec_w,grade,accel_mps2
0.0,0.0,39.799168014,-86.23801415599999,0.0,55.0,0.005593499443520362,0.0
5.249405107729893,2.0,39.79917578395935,-86.23799306568053,0.7619911052606495,96.93329527205063,0.008088457261786424,0.14515761112408657
7.423779897742213,4.0,39.799185606513305,-86.23797349234995,1.0776181554672752,118.6489879553934,0.010058525543208562,0.1451576111240866
9.09223635609975,6.0,39.79919593224192,-86.23795433194144,1.3198073092270095,138.01777635758853,0.011930840212026485,0.14515761112408662
10.498810215459786,8.0,39.79920568540344,-86.23793466171597,1.5239822105212992,154.51230208297102,0.013085016187201527,0.14515761112408662
11.738026662318648,10.0,39.79921563900766,-86.23791516269084,1.7038639096130102,165.71208148910546,0.012884959717731665,0.14515761112408654
12.858363967097997,12.0,39.79922553337438,-86.237895612458,1.866489396427978,175.93191941795885,0.012751965010814452,0.14515761112408643
13.888620446085524,14.0,39.7992362768534,-86.23787685691097,2.01603896576292,185.51596923950214,0.012685602056676277,0.14515761112408632
14.847559795484427,16.0,39.79924844236644,-86.237859614427,2.1552363109345505,194.24161783311743,0.01257919908587408,0.14515761112408657
15.74821532318968,18.0,39.799260413502104,-86.23784214346574,2.285973315781949,199.46856872234213,0.011836845682668235,0.14515761112408698
16.600076501348024,20.0,39.79927266033362,-86.23782500870222,2.4096274494127643,204.9779769822486,0.011319660676718482,0.14515761112408687
17.41030711491522,22.0,39.79928580667352,-86.23780903322667,2.527238589737782,213.15906597700055,0.011449164332456432,0.1451576111240871
18.1844727121995,24.0,39.79929935103661,-86.2377936329688,2.639614618454019,215.652909392812,0.010551744775373774,0.14515761112408576
18.926999281602697,26.0,39.799313183574334,-86.23777867022214,2.74739800146475,218.83874430412376,0.009899294194181042,0.14515761112408634
19.64147539750641,28.0,39.79932724634744,-86.23776407509807,2.851109647654549,224.46692538798607,0.009761701617141847,0.14515761112408646
20.330858559734025,30.0,39.799341775878,-86.2377502866649,2.9511788606326785,221.67807879672952,0.008245805786510433,0.14515761112408695
20.99762043091957,32.0,39.7993571867001,-86.23773821932326,3.047964421042598,222.4317633006091,0.0074348851621368365,0.1451576111240861
21.6438517308272,34.0,39.7993728837162,-86.23772679139984,3.1417698127708027,219.3172604670526,0.006083060876358873,0.1451576111240866
22.271339693226636,36.0,39.79938912324447,-86.23771674445396,3.2328544664018257,217.65821918426045,0.005052598534004218,0.14515761112408715
22.881626378300844,38.0,39.79940559437944,-86.23770734004736,3.321442223708035,213.85133437836248,0.003772288363319462,0.14515761112408587
23.47605332463729,40.0,39.79942223659406,-86.23769846441868,3.40772781922602,214.05254378267443,0.0031579107628874705,0.14515761112408743
24.05579625966005,42.0,39.79943939541494,-86.23769147290768,3.491881918739989,206.1523111015504,0.001429511793666375,0.14515761112408543
24.621892446993897,44.0,39.799456825115456,-86.23768570172555,3.574055088959824,209.41430922209707,0.0013480946158716729,0.1451576111240865
25.17526249428982,46.0,39.799474469963656,-86.23768119186566,3.654380963092923,198.82832064031467,-0.0006091000839266375,0.14515761112408615
25.71672793419599,48.0,39.79949220601939,-86.23767731810793,3.7329787928559552,198.91739127788284,-0.0010504661799525337,0.1451576111240869
26.24702553864946,50.0,39.79951008048107,-86.23767478258414,3.8099555263032463,203.7868439447337,-0.0008419877857263199,0.1451576111240859
26.766819079068355,52.0,39.79952805000008,-86.23767382370033,3.8854075149081844,213.28060241380894,-4.2500072023243506e-05,0.14515761112408634
27.276709068299247,54.0,39.79954603240774,-86.23767337992321,3.9594219276810274,204.09810911522942,-0.001618047356052807,0.14515761112408757
27.77724089217104,56.0,39.79956401608787,-86.2376730892341,4.032077931525839,202.30632229634293,-0.0022179490998230082,0.14515761112408646
28.268911644539124,58.0,39.799581998620916,-86.23767357370372,4.103447683399172,191.74640712509498,-0.003857380713592065,0.14515761112408626
28.752175909864985,60.0,39.79959997754002,-86.23767422895818,4.173597169695511,195.23880758460103,-0.0037597828956358434,0.14515761112408712
29.227450684876384,62.0,39.79961795800907,-86.23767468144771,4.242586920663702,55.0,-0.004982362483685283,0.1451576111240833
